CONUM,County Name [District] 2017-18,Agency Name,State Name [District] Latest available year,Limited English Proficient (LEP) / English Language Learners (ELL) [District] 2017-18,Individualized Education Program Students [District] 2017-18,Direct Certification [Public School] 2017-18,Free Lunch Eligible [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [District] 2017-18,Grades 9-12 Students [District] 2017-18,Female Students [District] 2017-18,Male Students [District] 2017-18,Male Students [Public School] 2017-18,Female Students [Public School] 2017-18,American Indian/Alaska Native Students [District] 2017-18,Asian or Asian/Pacific Islander Students [District] 2017-18,Hispanic Students [District] 2017-18,Black Students [District] 2017-18,White Students [District] 2017-18,Hawaiian Nat./Pacific Isl. Students [District] 2017-18,Two or More Races Students [District] 2017-18,Total Race/Ethnicity [District] 2017-18,Asian or Asian/Pacific Islander Students [Public School] 2017-18,American Indian/Alaska Native Students [Public School] 2017-18,Hispanic Students [Public School] 2017-18,Black Students [Public School] 2017-18,White Students [Public School] 2017-18,Hawaiian Nat./Pacific Isl. Students [Public School] 2017-18,Two or More Races Students [Public School] 2017-18,Total Race/Ethnicity [Public School] 2017-18,State Name [District] 2017-18,Agency Name [District] 2017-18,Agency ID - NCES Assigned [District] Latest available year,Lowest Grade Offered [District] 2017-18,Highest Grade Offered [District] 2017-18,Agency Type [District] 2017-18,School District Level Code (SCHLEV) [District Finance] 2017-18,Full-Time Equivalent (FTE) Teachers [District] 2017-18,Full-Time Equivalent (FTE) Teachers [Public School] 2017-18,Pupil/Teacher Ratio [District] 2017-18,Pupil/Teacher Ratio [Public School] 2017-18,Total Staff [District] 2017-18,Instructional Aides [District] 2017-18,Instructional Coordinators [District] 2017-18,Elementary Guidance Counselors [District] 2017-18,Secondary Guidance Counselors [District] 2017-18,Other Guidance Counselors [District] 2017-18,Total Guidance Counselors [District] 2017-18,Librarians/Media Specialists [District] 2017-18,Library Media Support Staff [District] 2017-18,LEA Administrators [District] 2017-18,LEA Administrative Support Staff [District] 2017-18,School Administrators [District] 2017-18,School Administrative Support Staff [District] 2017-18,Student Support Services Staff [District] 2017-18,Other Support Services Staff [District] 2017-18,"Total Students, All Grades (Excludes AE) [District] 2017-18","Total Students, All Grades (Excludes AE) [Public School] 2017-18"
13243,Randolph County,RANDOLPH COUNTY,Georgia,3,114,793,914,0,914,463,270,431,484,484,431,0,0,5,872,19,0,19,915,0,0,5,872,19,0,19,915,GEORGIA,Randolph County,1304350,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,63,53,14.52,17.26,176.6,30,3,1,2,0,3,1.8,0,7.5,2,7.3,11,9.6,38.4,915,915
13245,Richmond County,RICHMOND COUNTY,Georgia,425,3522,17257,29698,0,29698,18627,8544,15292,15558,15558,15292,53,226,1510,22725,5228,170,938,30850,226,53,1510,22725,5228,170,938,30850,GEORGIA,Richmond County,1304380,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,1909.4,1882.1,16.16,16.39,4079.8,442.5,86.5,34,47,0,81,54,0,22,41,120.5,198,134.9,990,30850,30850
13247,Rockdale County,ROCKDALE COUNTY,Georgia,659,1890,2880,9814,1583,11397,9977,5263,8250,8450,8450,8250,14,249,2540,11163,2136,46,552,16700,249,14,2540,11163,2136,46,552,16700,GEORGIA,Rockdale County,1304410,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,1227.3,1167.9,13.61,14.3,2423.7,306.6,61.5,12,26,0,38,20,0,18,22,88.1,87.5,92.8,461.9,16700,16700
13115,Floyd County,ROME CITY,Georgia,755,708,3028,5141,196,5337,3872,1865,3128,3264,3264,3128,5,173,2152,2229,1572,3,258,6392,173,5,2152,2229,1572,3,258,6392,GEORGIA,Rome City,1304440,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,418.1,413.9,15.29,15.44,738.3,78.3,20,6,7,0,13,9,1,9.3,6,22,29,33,99.6,6392,6392
13051,Chatham County,SAVANNAH-CHATHAM COUNTY,Georgia,1233,4424,11831,18762,2069,20831,23745,9223,18577,18987,18987,18577,116,812,3193,21455,9991,56,1941,37564,812,116,3193,21455,9991,56,1941,37564,GEORGIA,Savannah-Chatham County,1301020,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,2687,2636.4,13.98,14.25,5592,604.8,76.5,56,47,0,103,48.1,39,45.1,82.8,131.2,216,195.7,1362.8,37564,37564
13249,Schley County,SCHLEY COUNTY,Georgia,3,139,382,543,149,692,789,385,657,663,663,657,1,18,52,213,1016,1,19,1320,18,1,52,213,1016,1,19,1320,GEORGIA,Schley County,1304470,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,84.4,84.4,15.64,15.64,167.5,21.1,0.5,1,2,0,3,1.8,2.1,6.9,2.7,4.8,5.1,6.1,29,1320,1320
13251,Screven County,SCREVEN COUNTY,Georgia,17,404,950,1487,369,1856,1415,638,1130,1216,1216,1130,3,16,66,1101,1095,1,64,2346,16,3,66,1101,1095,1,64,2346,GEORGIA,Screven County,1304500,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,162.7,159.6,14.42,14.7,340.7,43.3,5.4,2,2,0,4,2.5,2.7,6.1,3,9.8,12,12.3,76.9,2346,2346
13253,Seminole County,SEMINOLE COUNTY,Georgia,12,125,611,1414,0,1414,902,430,741,761,761,741,0,15,35,617,778,0,57,1502,15,0,35,617,778,0,57,1502,GEORGIA,Seminole County,1304530,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,104.4,104.4,14.39,14.39,214.6,25,1.2,1.7,2,0,3.7,2,0.5,3.9,1.5,4.5,8,5.2,54.7,1502,1502
13297,Walton County,SOCIAL CIRCLE CITY,Georgia,11,201,417,718,109,827,1075,534,863,921,921,863,1,24,70,384,1260,0,45,1784,24,1,70,384,1260,0,45,1784,GEORGIA,Social Circle City,1304540,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,109.4,109.5,16.31,16.29,222.6,28,4.4,1,2,0,3,3,3,6.8,2.5,8,7.5,9,38,1784,1784
13205,Mitchell County,SOUTHWEST GEORGIA RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Southwest Georgia RESA,1300019,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,0,NA,NA,NA,21.8,0,8.7,0,0,0,0,0,0,3,1.3,0,1.8,3,4,NA,NA
13121,Fulton County,STATE CHARTER SCHOOLS II- GENESIS INNOVATION ACADEMY FOR BOY,GEORGIA,miss,10,45,58,15,73,190,NA,0,228,228,0,0,0,18,202,7,0,1,228,0,0,18,202,7,0,1,228,GEORGIA,State Charter Schools II- Genesis Innovation Academy for Boy,1300248,Kindergarten,6th Grade,7-Independent Charter District,01-Elementary school system only,17.6,17.7,12.95,12.88,25.2,4,0,0,0,0,0,0,0,1,0,1.3,0.3,0,1,228,228
13121,Fulton County,STATE CHARTER SCHOOLS II- GENESIS INNOVATION ACADEMY FOR GIR,GEORGIA,miss,4,48,14,22,36,146,NA,172,0,0,172,0,0,7,162,3,0,0,172,0,0,7,162,3,0,0,172,GEORGIA,State Charter Schools II- Genesis Innovation Academy for Gir,1300244,Kindergarten,6th Grade,7-Independent Charter District,01-Elementary school system only,17.7,17.7,9.72,9.72,24.5,3,0,0,0,0,0,0,0,1,0,1.3,0.5,0,1,172,172
13067,Cobb County,STATE CHARTER SCHOOLS II- INTERNATIONAL ACADEMY OF SMYRNA,GEORGIA,65,21,92,240,100,340,475,NA,286,268,268,286,1,9,101,405,10,0,28,554,9,1,101,405,10,0,28,554,GEORGIA,State Charter Schools II- International Academy of Smyrna,1300249,Kindergarten,6th Grade,7-Independent Charter District,01-Elementary school system only,36,36,15.39,15.39,44,3,1,1,0,0,1,1,0,0.5,0,1.5,0,0,0,554,554
13121,Fulton County,STATE CHARTER SCHOOLS II- RESURGENCE HALL CHARTER SCHOOL,GEORGIA,miss,4,28,64,12,76,36,NA,58,57,57,58,0,0,2,112,1,0,0,115,0,0,2,112,1,0,0,115,GEORGIA,State Charter Schools II- Resurgence Hall Charter School,1300247,6th Grade,6th Grade,7-Independent Charter District,01-Elementary school system only,7,7,16.43,16.43,8,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,115,115
13073,Columbia County,STATE CHARTER SCHOOLS II- SAIL CHARTER ACADEMY - SCHOOL FOR,GEORGIA,miss,23,3,46,15,61,358,NA,271,159,159,271,1,12,36,74,293,4,10,430,12,1,36,74,293,4,10,430,GEORGIA,State Charter Schools II- SAIL Charter Academy - School for,1300245,Kindergarten,6th Grade,7-Independent Charter District,01-Elementary school system only,27.4,27.5,15.69,15.64,50.2,8,0,0,0,0,0,0,0,4,0,1,2,3,4.8,430,430
13057,Cherokee County,STATE CHARTER SCHOOLS- CHEROKEE CHARTER ACADEMY,Georgia,52,103,40,83,40,123,746,NA,425,422,422,425,1,16,69,141,593,0,27,847,16,1,69,141,593,0,27,847,GEORGIA,State Charter Schools- Cherokee Charter Academy,1300230,Kindergarten,8th Grade,7-Independent Charter District,01-Elementary school system only,58.3,58.3,14.53,14.53,98.6,14,0.3,1,0,0,1,0,0,1.5,0,1.5,5,5,12,847,847
13043,Candler County,STATE CHARTER SCHOOLS- COASTAL PLAINS CHARTER HIGH SCHOOL -,GEORGIA,9,78,3,207,20,227,NA,644,316,328,328,316,0,2,62,206,361,2,11,644,2,0,62,206,361,2,11,644,GEORGIA,State Charter Schools- Coastal Plains Charter High School -,1300246,9th Grade,12th Grade,7-Independent Charter District,02-Secondary school system only,17.6,17.6,36.59,36.59,48.4,5.5,7.8,0,2.8,0,2.8,0,0,1.7,0,0.2,1.8,3.6,7.4,644,644
13063,Clayton County,STATE CHARTER SCHOOLS- DUBOIS INTEGRITY ACADEMY I,GEORGIA,21,74,325,miss,miss,3,564,NA,350,346,346,350,1,5,2,680,2,2,4,696,5,1,2,680,2,2,4,696,GEORGIA,State Charter Schools- Dubois Integrity Academy I,1300237,Kindergarten,5th Grade,7-Independent Charter District,01-Elementary school system only,44.5,44.5,15.64,15.64,63,8,0.5,0,0,0,0,0,0,2.5,2,1,0,2,2.5,696,696
13195,Madison County,STATE CHARTER SCHOOLS- FOOTHILLS CHARTER HIGH SCHOOL (MADISO,GEORGIA,19,192,3,400,38,438,NA,1258,577,681,681,577,1,12,130,409,674,2,30,1258,12,1,130,409,674,2,30,1258,GEORGIA,State Charter Schools- Foothills Charter High School (Madiso,1300235,9th Grade,12th Grade,7-Independent Charter District,02-Secondary school system only,40.1,40.1,31.37,31.37,110.7,10.3,13.8,0,4.6,0,4.6,0,0,1.5,1,0.2,19.8,3.8,15.6,1258,1258
13135,Gwinnett County,STATE CHARTER SCHOOLS- GEORGIA CONNECTIONS ACADEMY,Georgia,21,426,958,801,322,1123,2034,1765,2091,1794,1794,2091,15,76,308,1343,1931,2,210,3885,76,15,308,1343,1931,2,210,3885,GEORGIA,State Charter Schools- Georgia Connections Academy,1300227,Kindergarten,12th Grade,7-Independent Charter District,03-Elementary/secondary school system,107.1,107.1,36.27,36.27,138.2,0,2.3,3,7,0,10,0,0,4,0,3.8,9,2,0,3885,3885
13063,Clayton County,STATE CHARTER SCHOOLS- GEORGIA CYBER ACADEMY,GEORGIA,105,1885,3,7581,2045,9626,8161,5551,7396,6890,6890,7396,47,273,1158,5088,6799,24,897,14286,273,47,1158,5088,6799,24,897,14286,GEORGIA,State Charter Schools- Georgia Cyber Academy,1300232,Kindergarten,12th Grade,7-Independent Charter District,03-Elementary/secondary school system,386,386,37.01,37.01,591.5,39,53,1,21,0,22,0,0,10,11,12,6,40.5,12,14286,14286
13245,Richmond County,STATE CHARTER SCHOOLS- GEORGIA SCHOOL FOR INNOVATION AND THE,GEORGIA,3,69,3,miss,miss,3,659,NA,367,355,355,367,3,0,36,139,509,5,30,722,0,3,36,139,509,5,30,722,GEORGIA,State Charter Schools- Georgia School for Innovation and the,1300238,Kindergarten,8th Grade,7-Independent Charter District,01-Elementary school system only,47.4,47.4,15.23,15.23,70.5,14,1,0,0,0,0,0,0,1.6,0,2.5,3,0,1,722,722
13121,Fulton County,STATE CHARTER SCHOOLS- INTERNATIONAL CHARTER SCHOOL OF ATLAN,GEORGIA,47,29,3,7,0,7,515,NA,364,273,273,364,4,44,111,178,250,0,50,637,44,4,111,178,250,0,50,637,GEORGIA,State Charter Schools- International Charter School of Atlan,1300234,Kindergarten,6th Grade,7-Independent Charter District,01-Elementary school system only,44,44,14.48,14.48,82.5,15,1,1.8,0.2,0,2,0,0,2.3,1,2.7,4,2,8.5,637,637
13089,DeKalb County,STATE CHARTER SCHOOLS- IVY PREP ACADEMY AT KIRKWOOD FOR GIR,Georgia,miss,24,120,325,50,375,466,NA,512,0,0,512,0,2,12,497,0,0,1,512,2,0,12,497,0,0,1,512,GEORGIA,State Charter Schools- Ivy Prep Academy at Kirkwood for Gir,1300226,Kindergarten,8th Grade,7-Independent Charter District,01-Elementary school system only,34.5,34.5,14.84,14.84,77.1,4,3.5,0.5,0.5,0,1,0,0,3.5,1.5,3,3.1,5,18,512,512
13311,White County,STATE CHARTER SCHOOLS- MOUNTAIN EDUCATION CENTER SCHOOL,Georgia,61,316,79,1141,185,1326,NA,2237,1064,1173,1173,1064,2,8,333,83,1775,1,35,2237,8,2,333,83,1775,1,35,2237,GEORGIA,State Charter Schools- Mountain Education Center School,1300214,9th Grade,12th Grade,7-Independent Charter District,02-Secondary school system only,92.6,92.6,24.16,24.16,197.1,18.8,0.2,0,8.3,0,8.3,0,0,11.7,7.6,0.5,25,11.7,20.7,2237,2237
13077,Coweta County,STATE CHARTER SCHOOLS- ODYSSEY SCHOOL,Georgia,13,48,39,107,43,150,320,NA,164,194,194,164,0,4,35,113,182,0,24,358,4,0,35,113,182,0,24,358,GEORGIA,State Charter Schools- Odyssey School,1300023,Kindergarten,8th Grade,7-Independent Charter District,01-Elementary school system only,31.3,31.2,11.44,11.47,60.5,13.9,1,0.5,0.5,0,1,0.5,0,3.2,1.3,1,2,1.5,3.8,358,358
13121,Fulton County,STATE CHARTER SCHOOLS- PROVOST ACADEMY GEORGIA,Georgia,10,195,3,696,0,696,NA,1594,807,787,787,807,1,7,191,971,374,2,48,1594,7,1,191,971,374,2,48,1594,GEORGIA,State Charter Schools- Provost Academy Georgia,1300231,9th Grade,12th Grade,7-Independent Charter District,02-Secondary school system only,73,73,21.84,21.84,132,15,2,0,4,0,4,1,0,9,2,6,4,3,13,1594,1594
13185,Lowndes County,STATE CHARTER SCHOOLS- SCINTILLA CHARTER ACADEMY,GEORGIA,3,45,110,205,47,252,414,NA,250,249,249,250,2,2,29,201,241,0,24,499,2,2,29,201,241,0,24,499,GEORGIA,State Charter Schools- Scintilla Charter Academy,1300236,Kindergarten,5th Grade,7-Independent Charter District,01-Elementary school system only,32,32,15.59,15.59,61,9,1,1,0,0,1,1,0,2.5,1,1.5,2,2,8,499,499
13063,Clayton County,STATE CHARTER SCHOOLS- UTOPIAN ACADEMY FOR THE ARTS CHARTER,GEORGIA,miss,28,85,250,0,250,251,NA,125,126,126,125,0,1,12,236,1,0,1,251,1,0,12,236,1,0,1,251,GEORGIA,State Charter Schools- Utopian Academy for the Arts Charter,1300233,6th Grade,8th Grade,7-Independent Charter District,01-Elementary school system only,15,15,16.73,16.73,29.5,3,0,0,0,0,0,0,0,5,0.5,1,2.5,1.5,1,251,251
13089,DeKalb County,STATE SCHOOLS- ATLANTA AREA SCHOOL FOR THE DEAF,Georgia,3,169,36,96,20,116,70,91,78,91,91,78,0,4,53,83,29,0,0,169,4,0,53,83,29,0,0,169,GEORGIA,State Schools- Atlanta Area School for the Deaf,1300225,Prekindergarten,12th Grade,5-State agency providing elementary and/or secondary level instruction,03-Elementary/secondary school system,37,37,4.57,4.57,109,9,3,0,0,0,0,1,0,4,1,2,4,19,29,169,169
13021,Bibb County,STATE SCHOOLS- GEORGIA ACADEMY FOR THE BLIND,Georgia,miss,96,27,41,19,60,45,51,40,56,56,40,0,1,5,49,39,0,2,96,1,0,5,49,39,0,2,96,GEORGIA,State Schools- Georgia Academy for the Blind,1300224,1st Grade,12th Grade,5-State agency providing elementary and/or secondary level instruction,03-Elementary/secondary school system,34.5,34.5,2.78,2.78,130.8,18,0,0,0,0,0,1,0,2.3,1,3,4,10,57,96,96
13115,Floyd County,STATE SCHOOLS- GEORGIA SCHOOL FOR THE DEAF,Georgia,3,78,14,50,0,50,38,37,31,47,47,31,0,4,14,26,32,0,2,78,4,0,14,26,32,0,2,78,GEORGIA,State Schools- Georgia School for the Deaf,1300223,Prekindergarten,12th Grade,5-State agency providing elementary and/or secondary level instruction,03-Elementary/secondary school system,24.6,24.6,3.17,3.17,82.8,9,0.4,0,0,0,0,0,0,5.3,1,2,3,5.5,32,78,78
13257,Stephens County,STEPHENS COUNTY,Georgia,55,582,1378,2860,94,2954,2435,1143,1958,2055,2055,1958,2,44,175,504,2991,4,293,4013,44,2,175,504,2991,4,293,4013,GEORGIA,Stephens County,1304560,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,271.4,271.3,14.79,14.79,565.2,80.8,2.5,3,6,0,9,2,5,10.6,2,13.5,17.5,19.9,131,4013,4013
13259,Stewart County,STEWART COUNTY,Georgia,miss,54,211,479,0,479,304,111,224,255,255,224,2,0,2,455,17,0,3,479,0,2,2,455,17,0,3,479,GEORGIA,Stewart County,1304590,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,40.2,40.2,11.92,11.92,110.5,14.1,0.5,1,1,0,2,0.8,1.7,6.2,2,4.4,5,3,30.6,479,479
13261,Sumter County,SUMTER COUNTY,Georgia,232,577,2445,4532,0,4532,2769,1218,2273,2304,2304,2273,3,27,529,3276,648,0,94,4577,27,3,529,3276,648,0,94,4577,GEORGIA,Sumter County,1304620,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,311.1,311.1,14.71,14.71,653.3,71,13,4.5,4,0,8.5,6.5,5,12.7,6,16,25.5,21.5,156.5,4577,4577
13263,Talbot County,TALBOT COUNTY,Georgia,miss,61,458,480,0,480,285,138,241,239,239,241,0,0,0,435,43,2,0,480,0,0,0,435,43,2,0,480,GEORGIA,Talbot County,1304650,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,43.2,43.3,11.11,11.09,92,8.5,0.8,0,1,0,1,1,0,3,1,1,2,2,28.5,480,480
13265,Taliaferro County,TALIAFERRO COUNTY,Georgia,miss,28,126,130,0,130,109,46,87,86,86,87,0,3,15,131,22,0,2,173,3,0,15,131,22,0,2,173,GEORGIA,Taliaferro County,1304680,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,06-Nonoperating school system,24.9,24.9,6.95,6.95,47.9,5,1.5,0,0,0,0,1,0,2.9,0.5,0.2,2,1.3,8.6,173,173
13267,Tattnall County,TATTNALL COUNTY,Georgia,245,520,1428,3492,0,3492,2338,1024,1875,1997,1997,1875,2,23,750,946,2014,3,134,3872,23,2,750,946,2014,3,134,3872,GEORGIA,Tattnall County,1304770,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,252.5,250.6,15.33,15.45,537.6,79.8,9.9,2.6,4.4,0,7,6,0,8.5,5.9,13.5,20,17,117.5,3872,3872
13269,Taylor County,TAYLOR COUNTY,Georgia,3,164,640,1096,33,1129,799,446,662,753,753,662,1,11,32,583,771,0,17,1415,11,1,32,583,771,0,17,1415,GEORGIA,Taylor County,1304800,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,101.3,101.3,13.97,13.97,209.4,26,2,0,2,0,2,1.6,2,4,2.5,8,7,6,47,1415,1415
13271,Telfair County,TELFAIR COUNTY,Georgia,41,158,652,1695,0,1695,1018,500,885,872,872,885,1,10,114,708,868,0,56,1757,10,1,114,708,868,0,56,1757,GEORGIA,Telfair County,1304830,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,117.1,NA,15,15.81,256.1,37.8,4,1,3,0,4,2,1,6,2.5,7,8,11,55.7,1757,1757
13273,Terrell County,TERRELL COUNTY,Georgia,8,165,1014,239,0,239,818,370,653,705,705,653,0,4,28,1258,64,0,4,1358,4,0,28,1258,64,0,4,1358,GEORGIA,Terrell County,1304860,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,79.8,79.7,17.02,17.04,209.6,32.1,4,1,1.5,0,2.5,2,2,3.2,2,7,10.5,6.2,58.3,1358,1358
13275,Thomas County,THOMAS COUNTY,Georgia,68,946,2631,4525,0,4525,3408,1676,2860,2975,2975,2860,24,43,398,2051,3108,7,204,5835,43,24,398,2051,3108,7,204,5835,GEORGIA,Thomas County,1304890,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,401.5,387.4,14.53,15.06,846.6,131,9.2,3,7,0,10,5,5,11.6,6.5,19,28,36.3,183.5,5835,5835
13293,Upson County,THOMASTON-UPSON COUNTY,Georgia,28,535,3181,3323,0,3323,2396,1311,2067,2083,2083,2067,6,23,132,1475,2335,1,178,4150,23,6,132,1475,2335,1,178,4150,GEORGIA,Thomaston-Upson County,1305280,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,268.1,258.2,15.48,16.07,617.6,72.1,8.1,5,4.4,0,9.4,3,5.2,10.3,9,16,28.7,15.8,171.9,4150,4150
13275,Thomas County,THOMASVILLE CITY,Georgia,7,312,1025,1839,90,1929,1697,762,1398,1478,1478,1398,7,28,57,1631,1113,1,39,2876,28,7,57,1631,1113,1,39,2876,GEORGIA,Thomasville City,1304950,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,205.3,202.7,14.01,14.19,410.9,62.8,12.3,3,4,0,7,5,2,8.8,4.5,10.4,14.5,23.4,54.9,2876,2876
13277,Tift County,TIFT COUNTY,Georgia,518,826,3443,7580,0,7580,4713,2208,3878,3990,3990,3878,5,91,1507,2731,3360,0,174,7868,91,5,1507,2731,3360,0,174,7868,GEORGIA,Tift County,1304980,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,528.7,500.7,14.88,15.71,1059.5,174.5,7.5,8,8.7,0,16.7,11.1,4,15.1,11.5,46.3,57,33.5,153.6,7868,7868
13279,Toombs County,TOOMBS COUNTY,Georgia,262,424,1460,2993,0,2993,1759,810,1393,1600,1600,1393,10,8,791,548,1499,3,134,2993,8,10,791,548,1499,3,134,2993,GEORGIA,Toombs County,1305040,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,212.7,212.6,14.07,14.08,412.4,51,5.9,3,3,0,6,4,0,6.8,2,12.6,13.5,14.4,83.5,2993,2993
13281,Towns County,TOWNS COUNTY,Georgia,9,135,269,407,80,487,596,328,475,523,523,475,3,14,51,11,908,2,9,998,14,3,51,11,908,2,9,998,GEORGIA,Towns County,1305070,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,84.4,83.4,11.82,11.97,206.4,38.3,1.1,1,1,0,2,1,2,4.7,4,5.1,6,9,48.8,998,998
13283,Treutlen County,TREUTLEN COUNTY,Georgia,8,147,738,1063,0,1063,699,279,573,556,556,573,1,3,28,454,603,0,40,1129,3,1,28,454,603,0,40,1129,GEORGIA,Treutlen County,1305100,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,80.9,80.9,13.96,13.96,160.7,22.5,2.3,1,1,0,2,1,2,5.2,2,3.8,3,6.3,29.7,1129,1129
13055,Chattooga County,TRION CITY,Georgia,56,108,135,498,132,630,804,413,637,764,764,637,0,11,266,16,1067,0,41,1401,11,0,266,16,1067,0,41,1401,GEORGIA,Trion City,1305130,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,90.7,90.6,15.45,15.46,180.1,21,0,0.5,1.7,0,2.2,2,2,8.1,2.5,6.9,9.6,7.5,27.6,1401,1401
13285,Troup County,TROUP COUNTY,Georgia,332,1113,4147,7712,644,8356,7477,3388,5940,6331,6331,5940,19,291,743,5267,5411,14,526,12271,291,19,743,5267,5411,14,526,12271,GEORGIA,Troup County,1300001,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,790.4,760.1,15.53,16.14,1677.8,183.3,25,11,16,0,27,17,14.5,20,18,47,72.4,53,410.2,12271,12271
13287,Turner County,TURNER COUNTY,Georgia,18,163,726,1218,0,1218,702,361,616,621,621,616,2,10,76,788,334,1,26,1237,10,2,76,788,334,1,26,1237,GEORGIA,Turner County,1305190,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,84.3,NA,14.67,14.67,195.8,30,0,1,2,0,3,2,0,6.5,4.5,5.5,7,7.5,45.5,1237,1237
13289,Twiggs County,TWIGGS COUNTY,Georgia,3,108,458,737,0,737,455,259,381,423,423,381,0,3,10,500,278,0,13,804,3,0,10,500,278,0,13,804,GEORGIA,Twiggs County,1305220,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,61.5,61.5,13.07,13.07,151.6,14.4,4.9,1,2,0,3,1,0,6.6,4.5,4.9,5,11.1,34.7,804,804
13291,Union County,UNION COUNTY,Georgia,21,409,521,1171,392,1563,1699,856,1377,1506,1506,1377,2,15,133,9,2652,0,72,2883,15,2,133,9,2652,0,72,2883,GEORGIA,Union County,1305250,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,206.8,206.7,13.94,13.95,457.2,80.7,0.3,2,3.3,0,5.3,4,2,8.5,4,11.6,15.6,18.2,100.2,2883,2883
13185,Lowndes County,VALDOSTA CITY,Georgia,209,1034,4989,8383,0,8383,5283,2117,4143,4240,4240,4143,27,116,466,6318,1230,9,217,8383,116,27,466,6318,1230,9,217,8383,GEORGIA,Valdosta City,1305310,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,528.5,528.7,15.86,15.86,1130.6,124.2,28,8,10.4,0,18.4,8,8,19,14,35.3,34,41.9,271.3,8383,8383
13279,Toombs County,VIDALIA CITY,Georgia,51,311,1173,2030,42,2072,1507,703,1267,1267,1267,1267,4,18,176,1266,980,1,89,2534,18,4,176,1266,980,1,89,2534,GEORGIA,Vidalia City,1305340,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,169.8,168.9,14.92,15,357.1,49.5,3,2,3,0,5,3.5,3.5,7.2,3,8.2,12.8,11.5,80.1,2534,2534
