State Agency ID [District] 2017-18,Agency Name,State Name [District] Latest available year,Limited English Proficient (LEP) / English Language Learners (ELL) [District] 2017-18,Individualized Education Program Students [District] 2017-18,Direct Certification [Public School] 2017-18,Free Lunch Eligible [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [District] 2017-18,Grades 9-12 Students [District] 2017-18,Female Students [District] 2017-18,Male Students [District] 2017-18,Male Students [Public School] 2017-18,Female Students [Public School] 2017-18,American Indian/Alaska Native Students [District] 2017-18,Asian or Asian/Pacific Islander Students [District] 2017-18,Hispanic Students [District] 2017-18,Black Students [District] 2017-18,White Students [District] 2017-18,Hawaiian Nat./Pacific Isl. Students [District] 2017-18,Two or More Races Students [District] 2017-18,Total Race/Ethnicity [District] 2017-18,Asian or Asian/Pacific Islander Students [Public School] 2017-18,American Indian/Alaska Native Students [Public School] 2017-18,Hispanic Students [Public School] 2017-18,Black Students [Public School] 2017-18,White Students [Public School] 2017-18,Hawaiian Nat./Pacific Isl. Students [Public School] 2017-18,Two or More Races Students [Public School] 2017-18,Total Race/Ethnicity [Public School] 2017-18,State Name [District] 2017-18,Agency Name [District] 2017-18,Agency ID - NCES Assigned [District] Latest available year,County Name [District] 2017-18,County Number [District] 2017-18,Lowest Grade Offered [District] 2017-18,Highest Grade Offered [District] 2017-18,Agency Type [District] 2017-18,School District Level Code (SCHLEV) [District Finance] 2017-18,Full-Time Equivalent (FTE) Teachers [District] 2017-18,Full-Time Equivalent (FTE) Teachers [Public School] 2017-18,Pupil/Teacher Ratio [District] 2017-18,Pupil/Teacher Ratio [Public School] 2017-18,Total Staff [District] 2017-18,Instructional Aides [District] 2017-18,Instructional Coordinators [District] 2017-18,Elementary Guidance Counselors [District] 2017-18,Secondary Guidance Counselors [District] 2017-18,Other Guidance Counselors [District] 2017-18,Total Guidance Counselors [District] 2017-18,Librarians/Media Specialists [District] 2017-18,Library Media Support Staff [District] 2017-18,LEA Administrators [District] 2017-18,LEA Administrative Support Staff [District] 2017-18,School Administrators [District] 2017-18,School Administrative Support Staff [District] 2017-18,Student Support Services Staff [District] 2017-18,Other Support Services Staff [District] 2017-18,"Total Students, All Grades (Excludes AE) [District] 2017-18","Total Students, All Grades (Excludes AE) [Public School] 2017-18",Metro Micro Area Code [District] 2017-18,Urban-centric Locale [District] 2017-18,ANSI/FIPS State Code [District] Latest available year,CBSA ID [District] 2017-18,CSA ID [District] 2017-18,Supervisory Union (ID) Number [District] 2017-18,Congressional Code [District] 2017-18,Census ID (CENSUSID) [District Finance] 2017-18,LEA Charter Status [District] 2017-18,Agency Charter Status [District] 2017-18
678,JACKSON COUNTY,Georgia,343,1090,1953,3152,581,3733,4731,2120,3777,3919,3919,3777,17,209,1106,442,5643,2,277,7696,209,17,1106,442,5643,2,277,7696,GEORGIA,Jackson County,1302940,Jackson County,13157,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,489.4,489.5,15.73,15.72,1031.4,151.3,13.5,5.5,7,0,12.5,8.8,1,8.2,10,26.7,35.5,31.4,243.1,7696,7696,2-Micropolitan Area,41-Rural: Fringe,13,27600,122,    ,1309,11507800200000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
679,JASPER COUNTY,Georgia,63,248,907,1324,208,1532,1424,691,1156,1259,1259,1156,1,0,164,563,1580,0,107,2415,0,1,164,563,1580,0,107,2415,GEORGIA,Jasper County,1302970,Jasper County,13159,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,155.8,155.8,15.5,15.5,364.7,46.2,5.3,3,3.3,0,6.3,3,1,7.5,5.3,11.1,16.1,13.9,93.2,2415,2415,1-Metropolitan Area,41-Rural: Fringe,13,12060,122,    ,1310,11507900100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
680,JEFF DAVIS COUNTY,Georgia,278,395,1099,2332,80,2412,1832,860,1509,1624,1624,1509,2,16,700,454,1889,1,71,3133,16,2,700,454,1889,1,71,3133,GEORGIA,Jeff Davis County,1303000,Jeff Davis County,13161,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,198,187.1,15.82,16.75,416.2,64,5,2,4,0,6,4,2,12.5,6,10.6,11,14.5,82.6,3133,3133,0-New England (NECTA) or not reported,33-Town: Remote,13,NA,NA,    ,1312,11508000100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
779,JEFFERSON CITY,Georgia,64,408,260,746,231,977,2248,1103,1824,1900,1900,1824,5,63,264,313,2933,2,144,3724,63,5,264,313,2933,2,144,3724,GEORGIA,Jefferson City,1303030,Jackson County,13157,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,234.5,234.4,15.88,15.89,403.8,54,2.5,2,3,0,5,4,4,9.5,1,9,15,9.7,55.6,3724,3724,2-Micropolitan Area,31-Town: Fringe,13,27600,122,    ,1309,11507800300000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
681,JEFFERSON COUNTY,Georgia,46,346,1323,2635,0,2635,1475,828,1261,1374,1374,1261,2,14,159,1804,607,0,49,2635,14,2,159,1804,607,0,49,2635,GEORGIA,Jefferson County,1303060,Jefferson County,13163,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,193.7,192.7,13.6,13.67,400.2,37.5,6,3,4,0,7,5,4.8,7.2,1,11,16.9,13.2,96.9,2635,2635,0-New England (NECTA) or not reported,42-Rural: Distant,13,NA,NA,    ,1310,11508100100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
682,JENKINS COUNTY,Georgia,34,113,547,1152,0,1152,676,309,554,598,598,554,1,2,77,595,448,0,29,1152,2,1,77,595,448,0,29,1152,GEORGIA,Jenkins County,1303090,Jenkins County,13165,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,96.6,95.6,11.93,12.05,201.4,22,2.1,1,2,0,3,1,2,6.8,3,7.3,6.5,2,49.1,1152,1152,0-New England (NECTA) or not reported,41-Rural: Fringe,13,NA,NA,    ,1312,11508200100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
683,JOHNSON COUNTY,Georgia,3,150,439,1050,115,1165,661,373,565,600,600,565,2,5,47,489,597,0,25,1165,5,2,47,489,597,0,25,1165,GEORGIA,Johnson County,1303120,Johnson County,13167,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,76,76,15.33,15.33,185,27,2.3,1,1.1,0,2.1,2,0,6.6,2,7.5,6.8,6.3,46.4,1165,1165,2-Micropolitan Area,41-Rural: Fringe,13,20140,NA,    ,1310,11508300100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
684,JONES COUNTY,Georgia,17,737,1481,2356,312,2668,3260,1555,2649,2759,2759,2649,4,26,96,1368,3733,5,176,5408,26,4,96,1368,3733,5,176,5408,GEORGIA,Jones County,1303150,Jones County,13169,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,361,346.7,14.98,15.6,736.5,80.9,3,4,6,0,10,7,7.8,10.8,3,23.3,22.8,27.3,179.6,5408,5408,1-Metropolitan Area,41-Rural: Fringe,13,31420,356,    ,1308,11508400100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
685,LAMAR COUNTY,Georgia,19,311,1109,1695,252,1947,1608,755,1293,1399,1399,1293,3,16,76,880,1602,1,114,2692,16,3,76,880,1602,1,114,2692,GEORGIA,Lamar County,1303210,Lamar County,13171,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,167.3,167.4,16.09,16.08,355.9,43.5,3.7,2,3,0,5,4,3.5,7,5.5,9.4,12.5,14,80.5,2692,2692,1-Metropolitan Area,32-Town: Distant,13,12060,122,    ,1303,11508500200000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
686,LANIER COUNTY,Georgia,27,206,709,1661,0,1661,1092,428,852,883,883,852,5,15,117,440,1093,1,64,1735,15,5,117,440,1093,1,64,1735,GEORGIA,Lanier County,1303240,Lanier County,13173,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,125.1,125,13.87,13.88,259.2,33.7,1,1.4,2.2,0,3.6,1.8,0,8.8,3.8,9.1,9.1,9.1,54.1,1735,1735,1-Metropolitan Area,41-Rural: Fringe,13,46660,NA,    ,1308,11508600100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
687,LAURENS COUNTY,Georgia,98,639,1802,4562,149,4711,3917,1774,3206,3293,3293,3206,10,63,245,1894,4154,7,126,6499,63,10,245,1894,4154,7,126,6499,GEORGIA,Laurens County,1301890,Laurens County,13175,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,413.3,413.4,15.72,15.72,837.3,99,9.3,7.2,5,0,12.2,7,2,9.1,2,18.5,28.9,22,214,6499,6499,2-Micropolitan Area,41-Rural: Fringe,13,20140,NA,    ,1312,11508700200000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
688,LEE COUNTY,Georgia,119,554,1576,2345,395,2740,3841,1835,3044,3411,3411,3044,5,195,206,1342,4480,7,220,6455,195,5,206,1342,4480,7,220,6455,GEORGIA,Lee County,1303270,Lee County,13177,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,386.7,382.6,16.69,16.87,810.5,80.7,5.2,4,8.5,0,12.5,9,8,15.4,2,19,29.9,25.6,216.5,6455,6455,1-Metropolitan Area,31-Town: Fringe,13,10500,NA,    ,1302,11508800100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
689,LIBERTY COUNTY,Georgia,103,1225,2766,5527,1166,6693,5907,2789,4861,5121,5121,4861,25,108,1209,5309,2416,69,846,9982,108,25,1209,5309,2416,69,846,9982,GEORGIA,Liberty County,1303300,Liberty County,13179,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,648.8,610.8,15.39,16.34,1398.1,211,23,7,14,0,21,14,11,16.3,15,31,42,34.5,330.5,9982,9982,1-Metropolitan Area,13-City: Small,13,25980,496,    ,1301,11508900100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
690,LINCOLN COUNTY,Georgia,miss,122,416,674,84,758,645,369,553,584,584,553,0,3,13,426,661,0,34,1137,3,0,13,426,661,0,34,1137,GEORGIA,Lincoln County,1303330,Lincoln County,13181,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,83.6,83.5,13.6,13.62,192.5,20,0.5,1,1.5,0,2.5,2,2,6.4,2,6,8,7.5,52,1137,1137,1-Metropolitan Area,42-Rural: Distant,13,12260,NA,    ,1310,11509000100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
691,LONG COUNTY,Georgia,156,460,1103,2280,470,2750,2270,974,1884,1830,1830,1884,10,14,607,953,1814,6,310,3714,14,10,607,953,1814,6,310,3714,GEORGIA,Long County,1303360,Long County,13183,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,217.4,217.4,17.08,17.08,468.2,59,5.4,3.3,3.4,0,6.7,3,2,11.6,6.3,13.8,13.5,11.5,118,3714,3714,1-Metropolitan Area,42-Rural: Distant,13,25980,496,    ,1301,11509100100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
692,LOWNDES COUNTY,Georgia,245,1377,2359,4377,931,5308,6578,2865,5213,5427,5427,5213,14,123,1071,2348,6549,14,521,10640,123,14,1071,2348,6549,14,521,10640,GEORGIA,Lowndes County,1303390,Lowndes County,13185,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,692.8,669.2,15.36,15.9,1404.6,166,19.8,7,13,0,20,12,10,16.9,18,30,36,49.5,333.6,10640,10640,1-Metropolitan Area,41-Rural: Fringe,13,46660,NA,    ,1308,11509200200000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
693,LUMPKIN COUNTY,Georgia,69,602,826,1553,380,1933,2366,1118,1824,2032,2032,1824,15,17,307,45,3361,6,105,3856,17,15,307,45,3361,6,105,3856,GEORGIA,Lumpkin County,1303420,Lumpkin County,13187,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,249.2,249.2,15.47,15.47,531.5,52,7,3,4.5,0,7.5,5,2,10.8,4.5,14,23,21.5,135,3856,3856,0-New England (NECTA) or not reported,41-Rural: Fringe,13,NA,NA,    ,1309,11509300100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
694,MACON COUNTY,Georgia,51,149,413,1361,0,1361,771,443,661,709,709,661,1,15,131,1100,99,0,24,1370,15,1,131,1100,99,0,24,1370,GEORGIA,Macon County,1303450,Macon County,13193,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,81.4,80.3,16.83,17.06,218.4,27,5.2,1,2,0,3,2,1,8.2,4,8,8,6.5,64.1,1370,1370,0-New England (NECTA) or not reported,32-Town: Distant,13,NA,NA,    ,1302,11509600100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
695,MADISON COUNTY,Georgia,197,804,1328,2454,435,2889,3000,1441,2350,2572,2572,2350,4,110,527,443,3604,0,234,4922,110,4,527,443,3604,0,234,4922,GEORGIA,Madison County,1303480,Madison County,13195,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,356.1,355.1,13.82,13.86,722.7,108,4.6,5,7,0,12,7.9,5.6,10.4,8.5,18.2,28.5,24.7,138.2,4922,4922,1-Metropolitan Area,42-Rural: Distant,13,12020,122,    ,1309,11509700100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
781,MARIETTA CITY,Georgia,1447,971,624,4306,676,4985,5694,2500,4364,4562,4562,4364,29,185,3278,3436,1676,20,302,8926,185,29,3278,3436,1676,20,302,8926,GEORGIA,Marietta City,1303510,Cobb County,13067,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,637.7,630.7,14,14.15,1170.7,105.3,39.2,10,10.5,0,20.5,12,6.5,15.6,13.4,30.5,51.2,59.3,179.5,8926,8926,1-Metropolitan Area,13-City: Small,13,12060,122,    ,1311,11503300200000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
696,MARION COUNTY,Georgia,55,142,559,1293,0,1293,824,417,728,680,680,728,0,11,176,470,728,1,22,1408,11,0,176,470,728,1,22,1408,GEORGIA,Marion County,1303540,Marion County,13197,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,87.1,87.1,16.17,16.17,215.2,31.6,1.5,1.5,1.5,0,3,1,1,6.7,1.8,6,8,6,61.5,1408,1408,1-Metropolitan Area,42-Rural: Distant,13,17980,194,    ,1302,11509800100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
697,MCDUFFIE COUNTY,Georgia,39,569,1959,2648,368,3016,2419,1144,1996,1978,1978,1996,4,13,182,2191,1432,4,148,3974,13,4,182,2191,1432,4,148,3974,GEORGIA,McDuffie County,1303570,McDuffie County,13189,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,269.4,264.4,14.75,15.03,595.6,79.8,2.6,3.5,6,0,9.5,6,5,8.4,7.5,14.5,27.2,17.4,148.3,3974,3974,1-Metropolitan Area,41-Rural: Fringe,13,12260,NA,    ,1310,11509400100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
698,MCINTOSH COUNTY,Georgia,4,180,346,1181,0,1181,804,401,660,720,720,660,4,13,36,583,673,1,70,1380,13,4,36,583,673,1,70,1380,GEORGIA,McIntosh County,1303600,McIntosh County,13191,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,95.1,95.1,14.51,14.51,205.2,19.5,3.5,1,2,0,3,2,2,7,1.8,5.5,9.3,10,46.5,1380,1380,1-Metropolitan Area,31-Town: Fringe,13,15260,NA,    ,1301,11509500100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
699,MERIWETHER COUNTY,Georgia,19,542,1313,2753,0,2753,1634,733,1368,1393,1393,1368,4,14,83,1597,950,0,113,2761,14,4,83,1597,950,0,113,2761,GEORGIA,Meriwether County,1303630,Meriwether County,13199,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,178.5,178.4,15.47,15.48,460.4,47,6.1,2.8,5,0,7.8,2,2,14.8,5.5,17.8,18.1,18.8,142,2761,2761,1-Metropolitan Area,42-Rural: Distant,13,12060,122,    ,1303,11509900100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
856,METRO RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Metro RESA,1300009,Cobb County,13067,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,24,NA,NA,NA,121.6,29,33,0,0,0,0,0,0,6,12.6,0,0,13,4,NA,NA,1-Metropolitan Area,21-Suburb: Large,13,12060,122,    ,1311,11506040100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,NA
864,MIDDLE GEORGIA RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Middle Georgia RESA,1300013,Houston County,13153,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,1.8,NA,NA,NA,22.9,0,0,0,0,0,0,0,0,15.3,2,0,3,0.8,0,NA,NA,1-Metropolitan Area,13-City: Small,13,47580,356,    ,1308,11511140100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,NA
700,MILLER COUNTY,Georgia,15,130,478,911,0,911,584,279,505,500,500,505,0,5,21,378,584,0,17,1005,5,0,21,378,584,0,17,1005,GEORGIA,Miller County,1303660,Miller County,13201,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,70.3,68.3,14.3,14.71,153.7,15.9,4.4,1,1,0,2,1,1,4.8,0.3,4,8.3,3.7,38,1005,1005,0-New England (NECTA) or not reported,43-Rural: Remote,13,NA,NA,    ,1302,11510000100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
701,MITCHELL COUNTY,Georgia,37,224,1059,2127,0,2127,1443,549,1039,1142,1142,1039,0,12,148,1288,699,2,32,2181,12,0,148,1288,699,2,32,2181,GEORGIA,Mitchell County,1303690,Mitchell County,13205,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,176.6,176.6,12.35,12.35,362.4,34.5,5,2,2.5,0,4.5,4,0,5.5,6,10.7,18.5,8.8,88.3,2181,2181,0-New England (NECTA) or not reported,42-Rural: Distant,13,NA,NA,    ,1302,11510100200000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,2-All associated schools are charter and noncharter
702,MONROE COUNTY,Georgia,21,545,1127,1876,264,2140,2356,1215,1989,2074,2074,1989,5,25,117,983,2805,1,127,4063,25,5,117,983,2805,1,127,4063,GEORGIA,Monroe County,1303720,Monroe County,13207,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,271.1,265.3,14.99,15.31,617.3,64,0.5,3,5,0,8,4.8,7,8.8,4.4,19,28,17.1,184.6,4063,4063,1-Metropolitan Area,41-Rural: Fringe,13,31420,356,    ,1308,11510200100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
703,MONTGOMERY COUNTY,Georgia,33,104,349,914,0,914,546,254,432,482,482,432,1,7,124,289,451,1,41,914,7,1,124,289,451,1,41,914,GEORGIA,Montgomery County,1303750,Montgomery County,13209,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,62.5,62.5,14.62,14.62,144.3,19.2,4,0.4,1.4,0,1.8,2,0.5,4.1,1,4.5,6.3,5.6,32.8,914,914,2-Micropolitan Area,42-Rural: Distant,13,47080,NA,    ,1312,11510300100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
704,MORGAN COUNTY,Georgia,41,355,838,1232,147,1379,1843,954,1484,1605,1605,1484,3,29,194,798,1957,0,108,3089,29,3,194,798,1957,0,108,3089,GEORGIA,Morgan County,1303780,Morgan County,13211,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,228.2,225.4,13.54,13.7,479.7,64.8,3.1,3.8,4.1,0,7.9,3.8,4,8.4,7.9,13.5,14,11,113.1,3089,3089,1-Metropolitan Area,32-Town: Distant,13,12060,122,    ,1310,11510400100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
705,MURRAY COUNTY,Georgia,631,755,1965,5095,456,5551,4482,2161,3587,3853,3853,3587,11,26,1844,25,5474,1,59,7440,26,11,1844,25,5474,1,59,7440,GEORGIA,Murray County,1303840,Murray County,13213,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,443.9,443.8,16.76,16.76,805.3,73,4.1,5,8.4,0,13.4,10,6,12.6,3,39.8,41,22,136.5,7440,7440,1-Metropolitan Area,23-Suburb: Small,13,19140,174,    ,1314,11510500100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
706,MUSCOGEE COUNTY,Georgia,961,4600,14536,24189,604,24793,19196,9102,15664,16099,16099,15664,60,814,2723,18571,7939,73,1583,31763,814,60,2723,18571,7939,73,1583,31763,GEORGIA,Muscogee County,1303870,Muscogee County,13215,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,1994.9,1953.9,15.92,16.26,4449.3,522.9,134.3,32,44.5,0,76.5,52,1,34.7,59.5,122.5,195.4,229.4,1026.2,31763,31763,1-Metropolitan Area,12-City: Mid-size,13,17980,194,    ,1302,11510600100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,2-All associated schools are charter and noncharter
707,NEWTON COUNTY,Georgia,632,2647,6971,11816,1659,13475,11713,5909,9549,10108,10108,9549,22,141,1712,10951,5973,23,835,19657,141,22,1712,10951,5973,23,835,19657,GEORGIA,Newton County,1303930,Newton County,13217,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,1269.6,1262.4,15.48,15.57,2628.6,354.3,54,16.8,28.6,0,45.4,21,1,18.4,15,67,85.5,82.2,615.2,19657,19657,1-Metropolitan Area,21-Suburb: Large,13,12060,122,    ,1304,11510700100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,2-All associated schools are charter and noncharter
852,NORTH GEORGIA RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,North Georgia RESA,1300007,Gilmer County,13123,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,12,NA,NA,NA,43,14,1,0,0,0,0,0,0,9,3,0,2.5,0,1.5,NA,NA,0-New England (NECTA) or not reported,41-Rural: Fringe,13,NA,NA,    ,1309,11506140100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,NA
858,NORTHEAST GEORGIA RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Northeast Georgia RESA,1300010,Clarke County,13059,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,33.7,NA,NA,NA,112.9,21.5,10.6,0,0,0,0,0,0,5.6,2.5,0,5.8,30.7,2.5,NA,NA,1-Metropolitan Area,22-Suburb: Mid-size,13,12020,122,    ,1309,11502940100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,NA
850,NORTHWEST GEORGIA RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Northwest Georgia RESA,1300006,Floyd County,13115,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,34,NA,NA,NA,107.8,42.5,6.5,0,0,0,0,0,0,14.8,4,0,3,2,1,NA,NA,1-Metropolitan Area,41-Rural: Fringe,13,40660,470,    ,1314,11505740100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,NA
708,OCONEE COUNTY,Georgia,243,884,599,1139,244,1383,4688,2487,3732,4018,4018,3732,7,449,579,349,6114,8,244,7750,449,7,579,349,6114,8,244,7750,GEORGIA,Oconee County,1303960,Oconee County,13219,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,488.6,488.5,15.86,15.86,942,108.2,0,5,10,0,15,9.9,12,15.4,8,26,38,23.9,197,7750,7750,1-Metropolitan Area,41-Rural: Fringe,13,12020,122,    ,1310,11510800100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
866,OCONEE RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Oconee RESA,1300014,Washington County,13303,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,12,NA,NA,NA,42,13,0,0,0,0,0,0,0,10,2.9,0,0.1,2,2,NA,NA,0-New England (NECTA) or not reported,33-Town: Remote,13,NA,NA,    ,1310,11515040100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,NA
709,OGLETHORPE COUNTY,Georgia,85,288,740,1183,154,1337,1284,659,1040,1111,1111,1040,2,35,213,373,1422,2,104,2151,35,2,213,373,1422,2,104,2151,GEORGIA,Oglethorpe County,1303990,Oglethorpe County,13221,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,161.5,161.5,13.32,13.32,353.4,42.6,1.5,2.1,2.8,0,4.9,4,0,7.4,4.5,9.5,9.8,10.9,96.8,2151,2151,1-Metropolitan Area,42-Rural: Distant,13,12020,122,    ,1310,11510900100000,Not a charter district miss State has charter LEAs but this LEA is not a charter LEA,3-All associated schools are noncharter
